Wavelength_nm,Absorbance
200.0,0.24509711123774475
200.5,0.2570657033804009
201.0,0.2760165864299675
201.5,0.29516438784038357
202.0,0.30076772186321915
202.5,0.31464111073476553
203.0,0.33693087358061635
203.5,0.34531223398882205
204.0,0.35065677059863415
204.5,0.36621270772601455
205.0,0.37053152184199495
205.5,0.37861830939904684
206.0,0.38891382118776835
206.5,0.38347647550267516
207.0,0.38827759253471295
207.5,0.39642579898733077
208.0,0.3949567519198445
208.5,0.400815380259281
209.0,0.3923760359017068
209.5,0.3860027245792677
210.0,0.3950615051965045
210.5,0.37985588462209685
211.0,0.3732334765872193
211.5,0.3564338744555286
212.0,0.35035170737206134
212.5,0.3421124546665351
213.0,0.32337772802339826
213.5,0.31780537842876017
214.0,0.2990700288884988
214.5,0.28624794992309255
215.0,0.2699524577215943
215.5,0.2672306135854255
216.0,0.242791804536103
216.5,0.22246501007640646
217.0,0.21687984251689568
217.5,0.1919022480072174
218.0,0.1846128703282761
218.5,0.15974163071820385
219.0,0.14935557737778196
219.5,0.1439870728944274
220.0,0.13430457220421174
220.5,0.11972427147472278
221.0,0.10722199807911453
221.5,0.09592698532188826
222.0,0.08038406608566505
222.5,0.0752373990615649
223.0,0.06830529556869645
223.5,0.0683672736760933
224.0,0.057957800809721835
224.5,0.04124616291386647
225.0,0.04614190028352629
225.5,0.03766654704857941
226.0,0.031858003262256476
226.5,0.03450036849785182
227.0,0.033313083963634985
227.5,0.03001544160853155
228.0,0.01881759318490668
228.5,0.01954596657074275
229.0,0.021222027479646473
229.5,0.023286013260829626
230.0,0.015199641476734272
230.5,0.01617722090903853
231.0,0.011387254585010009
231.5,0.011037923218960265
232.0,0.021454017828042262
232.5,0.024805786269016875
233.0,0.018549367665735596
233.5,0.025056844084109835
234.0,0.02321766156871374
234.5,0.01979252844979584
235.0,0.026671953150831543
235.5,0.034641975287189396
236.0,0.029102974682567985
236.5,0.039684261474920116
237.0,0.02159646424258302
237.5,0.04190193854903791
238.0,0.04159701757041986
238.5,0.043318253130285964
239.0,0.04921664118683595
239.5,0.04306918362406712
240.0,0.056474683636969954
240.5,0.06425406603455174
241.0,0.07509580662044148
241.5,0.07070829367718387
242.0,0.07521910495338915
242.5,0.08309639216186046
243.0,0.09692030590619005
243.5,0.1011321696136195
244.0,0.10440373849737057
244.5,0.11761340146175647
245.0,0.12396802312358064
245.5,0.13721224626488757
246.0,0.138204713888734
246.5,0.14988981212408312
247.0,0.1598542486270097
247.5,0.16526233558959266
248.0,0.1853074838519959
248.5,0.196862718968737
249.0,0.20779711326106573
249.5,0.2192943137700025
250.0,0.22656374683500868
250.5,0.24518230694465185
251.0,0.25968020088747534
251.5,0.27194336289199184
252.0,0.290149088774164
252.5,0.308400951014325
253.0,0.3316433459607582
253.5,0.33930316577758496
254.0,0.35629907658265264
254.5,0.3715578159040887
255.0,0.3795645142257606
255.5,0.40653313113992434
256.0,0.42472010134690946
256.5,0.45469881760881425
257.0,0.45955700557054857
257.5,0.48029518658139175
258.0,0.4969727224297144
258.5,0.5097076714573567
259.0,0.5396698164754034
259.5,0.5560721054875258
260.0,0.5745271852716033
260.5,0.5841369884783988
261.0,0.613610517247193
261.5,0.6172482051806107
262.0,0.644547947210742
262.5,0.6695640927132483
263.0,0.6702458426576016
263.5,0.688489121726513
264.0,0.7074236433543347
264.5,0.7194435658183865
265.0,0.72862312002067
265.5,0.7504651820733584
266.0,0.7578393459895018
266.5,0.777783927458418
267.0,0.7822767593737231
267.5,0.8052329283867186
268.0,0.8032891556641925
268.5,0.81439431751178
269.0,0.8279158353918357
269.5,0.8245526953420704
270.0,0.837692469927474
270.5,0.8479063466433582
271.0,0.837097732280263
271.5,0.8487575653700583
272.0,0.850757494958688
272.5,0.8539091143588896
273.0,0.8432733274330523
273.5,0.8412321130119681
274.0,0.8477448562811406
274.5,0.84285555623809
275.0,0.8378076345061467
275.5,0.8324392579716665
276.0,0.8204481256970002
276.5,0.817165893578461
277.0,0.808670784492123
277.5,0.7939114992711098
278.0,0.7962027530999976
278.5,0.7777851299088223
279.0,0.7571943470705764
279.5,0.7534051352400754
280.0,0.7315030288210758
280.5,0.7258963671017779
281.0,0.7127183644147745
281.5,0.6872171987686103
282.0,0.6800154049076765
282.5,0.6606757191854444
283.0,0.6457239624906287
283.5,0.6337414253300994
284.0,0.6053696049946474
284.5,0.5849152447526306
285.0,0.566124453120597
285.5,0.5482333884982383
286.0,0.533570193257263
286.5,0.5172568206298216
287.0,0.4985297339574051
287.5,0.48292336417158555
288.0,0.4605838169985846
288.5,0.44965027325338336
289.0,0.42309566003902266
289.5,0.4202665375036178
290.0,0.39228669424469714
290.5,0.3676442392631474
291.0,0.3496568356763267
291.5,0.3408426009579566
292.0,0.32109504865328864
292.5,0.3099506227786083
293.0,0.2933215974722216
293.5,0.2755904526913129
294.0,0.25715959180084896
294.5,0.2397109998657966
295.0,0.23140761184324118
295.5,0.22474866982874858
296.0,0.2088412230142806
296.5,0.1893276602511778
297.0,0.1846912964346601
297.5,0.1745044637121114
298.0,0.1573927389622095
298.5,0.15229300817701838
299.0,0.14200098010827997
299.5,0.12664739717809553
300.0,0.12526251183242856
300.5,0.11783891338296197
301.0,0.11245176961312496
301.5,0.1047362345939964
302.0,0.08542704064701583
302.5,0.08087943960738753
303.0,0.08178890415046598
303.5,0.07580629443877823
304.0,0.07020082084202377
304.5,0.08162786111639907
305.0,0.06029331057846234
305.5,0.0585128955709375
306.0,0.05330833402825163
306.5,0.04779112616588075
307.0,0.03923190548325325
307.5,0.04114123968236264
308.0,0.03027051992278973
308.5,0.029975242626671252
309.0,0.02598029069169907
309.5,0.02627433726006173
310.0,0.03509359336148411
310.5,0.012024589674524501
311.0,0.02280635470294306
311.5,0.00948783099688871
312.0,0.013519487966986123
312.5,0.019792654511308252
313.0,0.013269190196251663
313.5,0.006280687922907234
314.0,0.006927327198600088
314.5,0.01284063580217934
315.0,0.0048260071539301
315.5,0.008684203581021658
316.0,0.00703565217728488
316.5,0.002830858062252249
317.0,0.016158627798283535
317.5,0.008021735976277509
318.0,0.0
318.5,0.0047792082605988525
319.0,0.0001098774526532534
319.5,0.007296622982223224
320.0,0.0
320.5,0.0018077101222867189
321.0,0.004630532462136731
321.5,0.00618814342130606
322.0,0.0
322.5,0.0
323.0,0.0
323.5,0.0
324.0,0.009806776601923875
324.5,0.002883276153800557
325.0,0.0
325.5,0.005245975593500301
326.0,0.011184037602391627
326.5,0.00566213035108294
327.0,0.0
327.5,0.0
328.0,0.006663277288174751
328.5,0.0
329.0,0.0024661239154704214
329.5,0.004086902999949348
330.0,0.0
330.5,0.0
331.0,0.0
331.5,0.0
332.0,0.0
332.5,0.0
333.0,0.008236916480507202
333.5,0.0
334.0,0.0
